months_as_customer,age,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
110,27,2009-08-03,OH,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,2015-02-05,Single Vehicle Collision,Total Loss,SC,Springfield,3,1,?,0,3,57500,5750,5750,46000,Audi,A3,2010,N
236,39,1996-11-03,IN,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,2015-01-01,Parked Car,Minor Damage,NY,Springfield,17,1,YES,0,0,8700,870,1740,6090,Accura,RSX,2003,N
267,46,2004-08-09,OH,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,2015-01-06,Multi-vehicle Collision,Total Loss,VA,Riverwood,4,4,NO,2,1,77100,15420,7710,53970,Volkswagen,Jetta,1996,N
463,57,1991-07-20,IL,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,2015-02-03,Single Vehicle Collision,Minor Damage,NY,Springfield,14,1,NO,2,0,59400,6600,6600,46200,Dodge,Neon,1995,N
303,46,2005-01-14,IN,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,2015-02-12,Multi-vehicle Collision,Minor Damage,NY,Northbrook,3,3,NO,1,0,54890,9980,4990,39920,Toyota,Corolla,2006,N
137,30,2011-12-16,IL,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,2015-02-16,Multi-vehicle Collision,Minor Damage,WV,Columbus,4,3,?,2,1,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N
56,42,1996-07-07,IL,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,2015-02-25,Single Vehicle Collision,Total Loss,NY,Columbus,13,1,?,1,2,61490,11180,11180,39130,BMW,X5,1998,N
75,27,1992-08-05,IN,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,2015-01-21,Multi-vehicle Collision,Minor Damage,SC,Northbrook,23,3,NO,0,2,79560,6630,13260,59670,Volkswagen,Passat,2003,N
131,33,1990-10-09,IL,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,2015-01-28,Parked Car,Minor Damage,NY,Northbend,3,1,?,0,1,4900,490,490,3920,Toyota,Camry,2010,N
153,34,1994-02-27,IL,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Total Loss,WV,Springfield,0,3,?,1,0,77770,14140,14140,49490,Nissan,Pathfinder,2000,N
255,43,2007-05-06,IN,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,2015-02-10,Multi-vehicle Collision,Major Damage,SC,Columbus,14,2,?,2,2,74700,7470,14940,52290,Nissan,Maxima,2007,Y
103,26,2014-04-21,IL,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,2015-01-18,Multi-vehicle Collision,Minor Damage,NY,Arlington,14,2,NO,2,2,40600,4060,4060,32480,Volkswagen,Passat,2010,N
97,28,2010-02-11,OH,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,2015-01-13,Single Vehicle Collision,Total Loss,SC,Springfield,22,1,?,1,0,45270,10060,10060,25150,Jeep,Wrangler,2006,N
214,36,2000-06-04,IL,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,2015-01-31,Multi-vehicle Collision,Minor Damage,NY,Springfield,17,3,NO,0,3,47080,4280,8560,34240,Saab,93,2006,N
438,57,1991-10-05,OH,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,0,0,2015-01-15,Single Vehicle Collision,Minor Damage,SC,Hillsdale,14,1,?,0,0,40700,4070,4070,32560,Volkswagen,Passat,2000,Y
87,27,2004-01-03,OH,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,0,0,2015-02-13,Single Vehicle Collision,Minor Damage,NY,Riverwood,2,1,?,2,1,34650,6300,3150,25200,Ford,F150,1996,N
27,28,1992-07-23,OH,1000,1074.47,0,MALE,MD,protective-serv,wife,0,0,2015-02-13,Parked Car,Trivial Damage,WV,Riverwood,4,1,?,2,0,3200,400,400,2400,Jeep,Grand Cherokee,2012,N
206,42,1993-10-10,IL,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,0,-74200,2015-01-03,Single Vehicle Collision,Major Damage,VA,Hillsdale,2,1,?,1,1,78980,7180,14360,57440,Saab,92x,1997,Y
127,31,2002-07-09,OH,500,1255.02,0,MALE,Associate,sales,not-in-family,58200,0,2015-01-13,Parked Car,Minor Damage,SC,Riverwood,10,1,YES,1,0,6160,560,1120,4480,Nissan,Ultima,1996,N
422,60,2010-11-14,IN,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,2015-02-14,Single Vehicle Collision,Major Damage,NC,Northbrook,11,1,YES,1,1,85250,15500,7750,62000,Mercedes,E400,1999,N
303,50,1997-03-03,IL,2000,836.11,5000000,MALE,Masters,sales,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Major Damage,SC,Springfield,1,4,YES,1,2,72840,12140,6070,54630,Dodge,Neon,2010,N
228,40,1997-03-01,IN,500,1450.98,0,MALE,Associate,exec-managerial,husband,43700,0,2015-01-18,Parked Car,Trivial Damage,WV,Northbend,20,1,?,0,2,6050,1100,1100,3850,Toyota,Camry,2010,N
239,39,1990-08-18,IN,2000,625.08,0,FEMALE,JD,protective-serv,wife,44200,-37000,2015-01-03,Single Vehicle Collision,Major Damage,SC,Riverwood,10,1,NO,2,3,87890,15980,7990,63920,BMW,X6,2014,Y
330,47,2014-05-28,IL,2000,1133.27,0,FEMALE,High School,craft-repair,wife,0,-56400,2015-03-01,Multi-vehicle Collision,Total Loss,NY,Northbrook,20,2,?,0,2,60500,11000,5500,44000,Ford,F150,1999,Y
128,35,2004-07-22,IN,500,1366.6,0,FEMALE,MD,machine-op-inspct,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Minor Damage,NY,Columbus,10,3,?,2,1,88220,16040,16040,56140,Chevrolet,Malibu,2008,N
147,37,2009-08-02,OH,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,husband,0,-48400,2015-01-29,Multi-vehicle Collision,Total Loss,SC,Springfield,2,2,NO,1,2,53680,9760,4880,39040,Accura,MDX,2004,N
287,45,2007-07-05,OH,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,0,-54600,2015-01-10,Single Vehicle Collision,Minor Damage,VA,Springfield,19,1,NO,0,2,53800,5380,5380,43040,Accura,MDX,2006,N
142,29,2010-01-24,OH,2000,1307.68,0,FEMALE,MD,craft-repair,husband,0,-48500,2015-01-29,Single Vehicle Collision,Major Damage,NY,Columbus,10,1,YES,1,2,54360,4530,9060,40770,Mercedes,E400,1995,Y
162,35,2000-05-15,IL,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,0,0,2015-02-20,Single Vehicle Collision,Major Damage,WV,Arlington,14,1,YES,0,3,54340,9880,4940,39520,Toyota,Camry,2001,N
140,35,2008-03-21,OH,1000,1520.78,0,FEMALE,High School,craft-repair,wife,0,-42900,2015-01-21,Parked Car,Trivial Damage,SC,Columbus,5,1,?,0,2,2860,520,260,2080,Chevrolet,Tahoe,1997,Y
106,28,1990-05-07,OH,2000,1609.11,0,MALE,High School,craft-repair,own-child,0,0,2015-01-18,Vehicle Theft,Minor Damage,WV,Hillsdale,8,1,YES,2,1,5490,0,1220,4270,Saab,95,1999,N
292,45,1991-02-05,IL,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,0,0,2015-01-09,Vehicle Theft,Trivial Damage,WV,Northbend,4,1,NO,0,2,7370,670,1340,5360,Suburu,Impreza,1997,N
34,34,1992-03-19,OH,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,0,0,2015-01-13,Multi-vehicle Collision,Major Damage,NC,Columbus,4,3,?,1,0,50800,5080,5080,40640,Audi,A3,1997,Y
290,48,2013-04-24,IL,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,45300,0,2015-02-13,Multi-vehicle Collision,Minor Damage,VA,Northbrook,20,2,?,1,1,41520,5190,5190,31140,Nissan,Ultima,2014,N
182,38,2009-04-10,OH,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,53800,-78300,2015-01-08,Single Vehicle Collision,Total Loss,NY,Riverwood,18,1,?,2,3,89650,8150,16300,65200,Dodge,RAM,2005,N
362,55,2008-12-01,OH,1000,1097.99,0,FEMALE,JD,other-service,unmarried,44400,-71500,2015-02-17,Multi-vehicle Collision,Total Loss,NY,Hillsdale,0,3,NO,0,3,39690,0,0,39690,Suburu,Legacy,1998,N
143,32,2000-07-05,IL,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,79900,0,2015-01-15,Single Vehicle Collision,Major Damage,SC,Springfield,1,1,?,2,0,62260,5660,5660,50940,Saab,92x,1995,N
183,38,2014-06-11,IL,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,20200,0,2015-01-24,Single Vehicle Collision,Major Damage,NC,Hillsdale,17,1,NO,0,1,51920,9440,4720,37760,Audi,A3,2001,Y
254,40,1995-04-23,IL,500,1390.89,5000000,MALE,College,armed-forces,wife,0,-74400,2015-02-28,Single Vehicle Collision,Minor Damage,NY,Riverwood,23,1,?,2,2,53460,9720,4860,38880,Volkswagen,Jetta,2009,N
249,43,1990-09-16,OH,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,0,-71200,2015-02-16,Multi-vehicle Collision,Total Loss,SC,Arlington,4,3,YES,2,1,57100,5710,5710,45680,Honda,CRV,2014,N
169,36,1998-12-11,IN,500,1616.26,0,MALE,High School,exec-managerial,unmarried,50700,-57600,2015-02-09,Multi-vehicle Collision,Total Loss,NY,Springfield,0,3,NO,2,3,77440,14080,7040,56320,Dodge,Neon,2004,N
235,40,1995-10-09,IL,500,1398.94,0,MALE,College,craft-repair,husband,0,0,2015-01-24,Single Vehicle Collision,Minor Damage,NY,Riverwood,11,1,NO,1,2,68300,6830,13660,47810,Suburu,Forrestor,2003,N
112,32,1999-12-21,OH,1000,1238.92,0,MALE,Associate,other-service,other-relative,57800,-53700,2015-02-11,Parked Car,Trivial Damage,NY,Arlington,4,1,?,0,2,5060,460,920,3680,Honda,CRV,2012,N
16,32,2002-07-28,IL,1000,968.46,0,MALE,MD,tech-support,not-in-family,50800,-66200,2015-01-27,Multi-vehicle Collision,Total Loss,WV,Columbus,0,3,?,0,2,59400,6600,13200,39600,Dodge,RAM,1995,Y
128,31,1993-08-03,IL,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,0,-28300,2015-01-19,Multi-vehicle Collision,Major Damage,NY,Springfield,2,3,NO,0,2,69930,0,15540,54390,Ford,Escape,2013,Y
103,27,2007-12-16,IN,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,0,-74800,2015-02-20,Multi-vehicle Collision,Minor Damage,NY,Springfield,11,3,YES,1,1,77700,7770,15540,54390,Jeep,Wrangler,2008,N
356,54,2008-02-10,OH,500,912.3,0,MALE,College,prof-specialty,wife,58500,-44000,2015-01-10,Multi-vehicle Collision,Major Damage,SC,Northbend,23,3,NO,2,1,68750,12500,12500,43750,Audi,A5,2007,Y
109,29,2006-10-01,OH,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,0,0,2015-02-21,Multi-vehicle Collision,Minor Damage,NY,Riverwood,17,3,NO,1,3,91080,16560,16560,57960,Jeep,Wrangler,1995,N
2,20,2003-03-09,IN,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,0,-54700,2015-02-01,Single Vehicle Collision,Minor Damage,WV,Columbus,22,1,NO,1,3,48360,4030,8060,36270,Audi,A5,2000,N
198,34,2003-05-29,OH,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,0,-55100,2015-02-25,Single Vehicle Collision,Major Damage,WV,Hillsdale,18,1,YES,1,1,95000,9500,9500,76000,Ford,F150,2001,N
107,32,2002-05-06,OH,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,82100,0,2015-02-24,Vehicle Theft,Trivial Damage,SC,Arlington,8,1,?,1,3,3900,780,390,2730,Ford,F150,2010,N
252,39,2004-02-28,IL,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,0,-33300,2015-02-21,Multi-vehicle Collision,Minor Damage,NC,Riverwood,15,3,?,0,3,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,Y
303,43,1999-01-14,OH,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,2015-01-08,Single Vehicle Collision,Minor Damage,NC,Springfield,20,1,?,2,0,60210,6690,6690,46830,Nissan,Maxima,2013,N
101,32,2002-01-23,IL,500,895.14,0,MALE,JD,sales,other-relative,52600,-30400,2015-01-10,Single Vehicle Collision,Minor Damage,SC,Columbus,4,1,?,0,3,43600,8720,4360,30520,Suburu,Legacy,2010,N
446,57,1992-12-09,IN,2000,1373.21,0,MALE,College,adm-clerical,unmarried,42700,-64900,2015-02-14,Multi-vehicle Collision,Total Loss,SC,Northbrook,10,3,NO,0,0,62800,6280,12560,43960,Jeep,Wrangler,2012,N
330,48,1998-06-24,OH,1000,1625.65,0,MALE,College,farming-fishing,husband,0,0,2015-02-26,Single Vehicle Collision,Major Damage,VA,Springfield,10,1,YES,1,3,59500,11900,5950,41650,Dodge,Neon,2006,N
211,37,2011-01-06,OH,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,2015-01-30,Multi-vehicle Collision,Total Loss,WV,Northbend,22,3,YES,1,0,53460,5940,5940,41580,Honda,CRV,2009,N
172,33,2012-02-24,IL,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,41300,-42000,2015-01-07,Multi-vehicle Collision,Total Loss,NY,Northbend,15,3,NO,0,1,41690,7580,7580,26530,Saab,95,1999,N
316,46,2011-06-25,OH,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,0,-51000,2015-02-27,Single Vehicle Collision,Minor Damage,NY,Arlington,13,1,?,0,1,63100,6310,12620,44170,Accura,TL,2000,N
435,60,2006-11-21,OH,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,73500,-43300,2015-02-13,Single Vehicle Collision,Total Loss,WV,Arlington,23,1,NO,2,1,62880,5240,10480,47160,Mercedes,E400,2007,Y
344,51,2008-06-27,IL,1000,959.83,0,FEMALE,Masters,sales,not-in-family,0,-38700,2015-02-02,Multi-vehicle Collision,Major Damage,NY,Northbend,18,3,?,2,2,75400,17400,11600,46400,BMW,X6,2006,Y
204,40,1993-08-30,OH,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,0,-49300,2015-02-27,Single Vehicle Collision,Total Loss,SC,Arlington,7,1,YES,1,1,46200,4200,8400,33600,Audi,A5,1997,N
278,47,2008-04-21,IN,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,2015-02-02,Single Vehicle Collision,Major Damage,VA,Hillsdale,21,1,NO,2,2,58500,5850,5850,46800,Toyota,Camry,2010,N
434,57,2000-06-23,OH,2000,1422.95,0,MALE,JD,transport-moving,husband,0,0,2015-01-17,Multi-vehicle Collision,Major Damage,SC,Columbus,15,3,NO,1,3,66240,11040,11040,44160,Nissan,Maxima,2003,N
209,36,2010-01-11,IN,2000,1223.39,0,FEMALE,MD,craft-repair,wife,0,0,2015-01-12,Multi-vehicle Collision,Total Loss,PA,Hillsdale,17,3,?,1,3,65440,8180,8180,49080,Jeep,Wrangler,2014,N
250,43,1990-03-28,IL,2000,1539.06,0,MALE,Masters,sales,other-relative,37800,0,2015-01-20,Single Vehicle Collision,Minor Damage,SC,Hillsdale,2,1,NO,0,3,64200,10700,10700,42800,Ford,F150,2002,N
61,25,1998-01-29,IN,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,0,0,2015-02-05,Multi-vehicle Collision,Minor Damage,WV,Northbend,1,3,YES,1,0,32320,4040,4040,24240,Dodge,RAM,2000,N
80,28,2014-12-05,IL,1000,1740.57,0,FEMALE,College,farming-fishing,wife,0,-18600,2015-01-20,Single Vehicle Collision,Major Damage,SC,Northbend,3,1,?,0,1,33480,3720,3720,26040,Dodge,Neon,2011,N
25,38,1995-12-07,OH,1000,1540.91,7000000,MALE,College,adm-clerical,wife,40900,0,2015-02-24,Vehicle Theft,Trivial Damage,VA,Northbend,0,1,NO,1,1,4320,480,960,2880,Toyota,Corolla,1995,N
4,29,2002-05-27,IL,500,1381.88,5000000,MALE,High School,tech-support,other-relative,0,-77800,2015-02-21,Vehicle Theft,Trivial Damage,SC,Hillsdale,4,1,NO,0,2,4200,840,420,2940,Jeep,Wrangler,2008,N
32,29,2002-08-09,OH,500,1446.98,0,MALE,MD,adm-clerical,own-child,0,-45700,2015-02-11,Multi-vehicle Collision,Minor Damage,NY,Arlington,11,3,YES,2,0,57970,10540,5270,42160,Saab,93,2006,N
125,31,2012-12-02,IN,500,1220.86,0,MALE,JD,other-service,husband,55400,-40400,2015-01-24,Parked Car,Trivial Damage,NY,Arlington,4,1,YES,1,2,4320,0,960,3360,Saab,93,2003,N
276,45,2000-03-22,IL,500,948.1,0,FEMALE,High School,machine-op-inspct,wife,44500,-61400,2015-01-06,Multi-vehicle Collision,Minor Damage,SC,Columbus,11,3,?,0,2,69300,13860,6930,48510,Ford,Escape,2010,N
148,30,2002-04-13,OH,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,57500,-93600,2015-01-15,Multi-vehicle Collision,Minor Damage,NC,Riverwood,4,3,NO,2,2,32480,4060,4060,24360,Dodge,Neon,1997,N
222,38,2008-06-17,IN,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,0,-64500,2015-02-22,Single Vehicle Collision,Total Loss,NY,Hillsdale,20,1,?,2,2,60480,6720,6720,47040,Accura,TL,2001,N
32,38,1994-04-07,IL,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,0,0,2015-01-21,Parked Car,Trivial Damage,NC,Springfield,22,1,YES,0,0,2640,440,440,1760,Honda,CRV,2015,N
78,27,1992-02-29,OH,500,1060.88,0,MALE,JD,other-service,other-relative,0,-66500,2015-02-03,Parked Car,Trivial Damage,SC,Northbend,4,1,NO,0,3,6050,550,1100,4400,Volkswagen,Passat,2009,N
238,43,1996-05-11,OH,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,0,-44800,2015-02-16,Multi-vehicle Collision,Total Loss,NC,Hillsdale,21,4,NO,0,0,42700,4270,4270,34160,Saab,92x,1995,Y
313,47,2013-04-03,IN,1000,1556.17,0,MALE,College,prof-specialty,wife,63900,-53300,2015-02-07,Single Vehicle Collision,Major Damage,SC,Hillsdale,20,1,YES,1,3,40260,3660,7320,29280,Accura,MDX,1996,Y
334,50,2009-11-12,OH,500,1216.24,0,MALE,Masters,priv-house-serv,wife,26700,-47200,2015-01-14,Single Vehicle Collision,Major Damage,NY,Columbus,7,1,NO,2,0,50000,5000,10000,35000,Chevrolet,Silverado,2008,N
190,35,2008-11-05,IN,500,1484.72,5000000,FEMALE,High School,tech-support,husband,0,0,2015-02-02,Parked Car,Trivial Damage,NY,Riverwood,4,1,NO,0,1,3840,640,320,2880,Saab,92x,1998,N
194,41,1993-02-15,IL,500,1203.81,0,MALE,JD,transport-moving,not-in-family,52500,-51300,2015-02-06,Multi-vehicle Collision,Minor Damage,WV,Springfield,17,3,?,0,2,95900,13700,20550,61650,Saab,95,1999,N
290,47,2008-07-21,IN,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,0,-61400,2015-01-15,Multi-vehicle Collision,Minor Damage,WV,Northbend,20,3,YES,1,3,56160,6240,12480,37440,Audi,A5,2002,N
26,42,2010-09-11,OH,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,50700,-36300,2015-02-24,Single Vehicle Collision,Major Damage,SC,Riverwood,10,1,NO,2,3,63030,5730,11460,45840,Saab,92x,1996,N
254,41,1995-12-22,IL,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,2015-01-07,Single Vehicle Collision,Minor Damage,NY,Riverwood,8,1,YES,2,2,63470,5770,11540,46160,BMW,X6,1999,N
199,38,1991-09-26,IL,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,0,-53100,2015-02-04,Single Vehicle Collision,Major Damage,WV,Columbus,6,1,?,0,2,44440,8080,4040,32320,BMW,X6,2007,Y
137,35,2010-03-11,IN,500,1667.83,0,MALE,JD,prof-specialty,husband,48500,-67400,2015-02-04,Parked Car,Minor Damage,WV,Northbrook,4,1,YES,1,1,6600,1200,1200,4200,Jeep,Grand Cherokee,2005,N
134,36,1990-07-15,OH,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,14100,-44500,2015-01-25,Multi-vehicle Collision,Minor Damage,WV,Northbrook,17,3,NO,2,0,77200,9650,9650,57900,Ford,Escape,1996,N
73,30,2009-05-10,OH,500,803.36,0,FEMALE,High School,protective-serv,husband,0,0,2015-02-25,Multi-vehicle Collision,Total Loss,WV,Springfield,15,3,?,0,0,57000,0,11400,45600,Audi,A3,2013,N
289,45,1999-10-28,OH,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,46700,-72500,2015-02-27,Vehicle Theft,Trivial Damage,WV,Riverwood,9,1,NO,2,1,2700,300,300,2100,Honda,Accord,2006,N
176,36,1995-03-30,OH,500,1865.83,5000000,MALE,College,transport-moving,unmarried,32800,-50600,2015-02-11,Single Vehicle Collision,Total Loss,WV,Hillsdale,17,1,?,2,1,47300,4300,8600,34400,Volkswagen,Jetta,2006,N
145,37,1991-12-14,OH,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,0,-35900,2015-01-04,Single Vehicle Collision,Major Damage,VA,Arlington,13,1,?,2,3,55110,5010,10020,40080,Nissan,Maxima,2002,N
164,31,2011-01-31,IN,500,1114.68,0,FEMALE,Associate,other-service,husband,44500,-55900,2015-01-26,Vehicle Theft,Trivial Damage,SC,Springfield,5,1,YES,1,0,4320,480,480,3360,Mercedes,E400,2002,N
186,38,2006-04-21,OH,2000,1218.56,0,FEMALE,Masters,transport-moving,husband,39300,-60300,2015-03-01,Multi-vehicle Collision,Total Loss,VA,Arlington,23,3,YES,2,2,68760,11460,5730,51570,Saab,95,1998,Y
85,31,2004-03-10,IL,2000,1234.69,9000000,FEMALE,MD,tech-support,husband,0,0,2015-02-06,Multi-vehicle Collision,Major Damage,WV,Arlington,1,2,NO,2,1,74400,14880,7440,52080,BMW,M5,2003,Y
162,33,1991-01-05,OH,500,964.92,0,FEMALE,Associate,exec-managerial,other-relative,45700,0,2015-02-09,Multi-vehicle Collision,Major Damage,NY,Hillsdale,17,4,NO,2,1,35300,3530,3530,28240,Mercedes,E400,1996,Y
396,57,1996-10-15,IL,500,1351.72,0,MALE,High School,tech-support,wife,0,-49400,2015-02-05,Parked Car,Minor Damage,NY,Springfield,3,1,YES,1,3,2640,480,480,1680,Volkswagen,Passat,2000,N
270,41,1994-06-21,IL,1000,817.28,0,MALE,High School,sales,unmarried,62200,0,2015-01-03,Multi-vehicle Collision,Total Loss,SC,Columbus,17,3,?,1,1,60190,4630,9260,46300,Mercedes,ML350,2014,Y
168,39,1994-06-13,IL,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,2015-02-24,Multi-vehicle Collision,Major Damage,NY,Northbend,23,3,YES,1,3,41580,3780,7560,30240,Chevrolet,Malibu,2015,Y
274,45,2003-05-27,IN,1000,1353.53,0,FEMALE,JD,tech-support,unmarried,54700,-47900,2015-01-14,Single Vehicle Collision,Minor Damage,NY,Columbus,13,1,YES,0,0,58500,11700,0,46800,Accura,MDX,1995,Y
263,43,1996-07-06,IN,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,2015-01-08,Single Vehicle Collision,Minor Damage,SC,Riverwood,17,1,YES,2,3,79320,13220,6610,59490,Nissan,Ultima,1997,N
152,33,2005-05-08,OH,1000,840.81,0,FEMALE,High School,farming-fishing,husband,0,0,2015-02-14,Single Vehicle Collision,Minor Damage,NY,Arlington,2,1,YES,0,2,82610,7510,7510,67590,Ford,Escape,2002,Y
46,41,2010-11-02,OH,2000,998.19,0,FEMALE,MD,priv-house-serv,husband,43700,-66300,2015-01-23,Multi-vehicle Collision,Total Loss,SC,Hillsdale,23,3,NO,1,3,78600,13100,19650,45850,Dodge,RAM,2004,Y
276,46,2012-07-29,OH,2000,1090.32,0,MALE,College,handlers-cleaners,husband,0,-70400,2015-01-05,Single Vehicle Collision,Minor Damage,SC,Columbus,17,1,NO,1,2,51390,5710,5710,39970,Volkswagen,Jetta,2007,Y
234,44,2002-06-06,IN,500,1780.67,0,MALE,Associate,other-service,other-relative,0,0,2015-02-19,Single Vehicle Collision,Major Damage,NC,Springfield,3,1,NO,1,0,70200,7020,7020,56160,Ford,F150,2012,Y
64,30,1991-09-19,IL,2000,1681.01,0,MALE,JD,protective-serv,own-child,0,-51100,2015-02-07,Parked Car,Minor Damage,SC,Riverwood,16,1,NO,2,1,4900,490,1470,2940,Jeep,Wrangler,2015,N
456,62,2009-06-24,OH,1000,1395.77,0,FEMALE,MD,protective-serv,own-child,82600,-49500,2015-02-07,Multi-vehicle Collision,Major Damage,PA,Hillsdale,13,3,?,1,3,66480,5540,11080,49860,Saab,92x,2012,Y
58,23,1992-05-29,OH,2000,1471.44,5000000,MALE,High School,transport-moving,own-child,57500,0,2015-01-20,Single Vehicle Collision,Major Damage,NC,Riverwood,8,1,NO,2,1,50380,4580,9160,36640,Chevrolet,Tahoe,2007,Y
475,61,2004-08-12,IL,500,1265.72,0,FEMALE,Masters,handlers-cleaners,wife,0,-59500,2015-02-18,Single Vehicle Collision,Major Damage,SC,Columbus,23,1,YES,0,2,64350,9900,9900,44550,Mercedes,E400,1998,N
96,29,2006-12-24,IN,1000,1274.7,5000000,MALE,College,prof-specialty,other-relative,47500,-58700,2015-01-11,Multi-vehicle Collision,Major Damage,NC,Springfield,15,3,YES,2,3,55400,5540,11080,38780,Chevrolet,Silverado,2004,Y
99,28,2007-07-24,OH,500,1330.39,0,MALE,MD,prof-specialty,wife,0,0,2015-01-22,Single Vehicle Collision,Total Loss,NY,Columbus,3,1,NO,2,2,49900,4990,9980,34930,Dodge,Neon,1998,N
38,28,1994-08-17,OH,500,1122.95,4000000,MALE,Masters,priv-house-serv,other-relative,78000,0,2015-02-23,Multi-vehicle Collision,Minor Damage,WV,Northbrook,4,3,NO,0,3,74880,12480,12480,49920,Accura,TL,2000,N
259,44,1996-04-10,OH,2000,1655.79,0,FEMALE,Masters,exec-managerial,husband,0,0,2015-01-15,Single Vehicle Collision,Minor Damage,NY,Northbend,8,1,YES,0,0,105820,16280,16280,73260,Audi,A3,2002,N
241,43,1992-12-11,IN,1000,935.77,0,MALE,Associate,prof-specialty,own-child,0,-36000,2015-02-20,Vehicle Theft,Trivial Damage,PA,Northbend,21,1,NO,1,0,7150,1300,650,5200,Volkswagen,Jetta,2003,N
437,58,2010-08-01,IN,2000,1192.04,0,MALE,Associate,craft-repair,own-child,66100,-31400,2015-01-19,Single Vehicle Collision,Total Loss,SC,Northbrook,23,1,YES,0,0,55800,11160,11160,33480,Dodge,RAM,2004,N
